invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-41939500005,2021-11-12,5726,Ehlinger's Vinton Express,310 K Avenue South,Vinton,52349.0,POINT (-92.037532 42.168297),6,BENTON,1012200.0,Scotch Whiskies,421.0,SAZERAC COMPANY  INC,8826,Lauders,12,750,4.5,6.75,1,7.7,0.75,0.19
INV-41926700016,2021-11-12,4377,Quik Trip #562 / NE 14th / DSM,4801 NE 14th St,Des Moines,50313.0,,77,POLK,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,26823,Jack Daniels Old #7 Black Label,48,200,4.23,6.35,8,50.8,1.6,0.42
INV-41924800036,2021-11-12,5145,South Side Food Mart,1101 Army Post Rd,Des Moines,50315.0,POINT (-93.628783 41.526511),77,POLK,1082000.0,Imported Cordials & Liqueurs,35.0,BACARDI USA INC,47861,D'usse VSOP,24,200,9.49,14.24,24,341.76,4.8,1.26
INV-41915700005,2021-11-12,4359,Kum & Go #75 / Waukee,350 SE University Ave,Waukee,50263.0,POINT (-93.865479 41.600403),25,DALLAS,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,11296,Crown Royal,12,750,16.59,24.89,3,74.67,2.25,0.59
INV-41953600017,2021-11-12,4252,Fareway Stores #840 / Monticello,433 N Farley St,Monticello,52310.0,,53,JONES,1032200.0,Imported Flavored Vodka,370.0,PERNOD RICARD USA,34052,Absolut Raspberri,12,750,9.99,14.99,1,14.99,0.75,0.19
INV-41966400002,2021-11-12,4775,Casey's General Store #37 / Dakota City,"502, Main",Dakota City,50529.0,,46,HUMBOLDT,1051100.0,American Brandies,421.0,SAZERAC COMPANY  INC,53214,Paul Masson Grande Amber Brandy VS,24,375,3.22,4.83,24,115.92,9.0,2.37
INV-41932800018,2021-11-12,4267,Main Street Market Of Anita,735 Main St,Anita,50020.0,POINT (-94.765365 41.444887),15,CASS,1022200.0,100% Agave Tequila,35.0,BACARDI USA INC,88296,Patron Silver,12,750,28.0,42.0,1,42.0,0.75,0.19
INV-41955400002,2021-11-12,3909,D And S Grocery,104 SE  A St,Melcher-Dallas,50163.0,POINT (-93.24163400000002 41.222471),63,Marion,1031200.0,American Flavored Vodka,260.0,DIAGEO AMERICAS,77648,Smirnoff Citrus,12,1000,9.25,13.88,12,166.56,12.0,3.17
INV-41951600047,2021-11-12,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 Collins Road NE,Cedar Rapids,52402.0,POINT (-91.630677 42.027805),57,LINN,1031200.0,American Flavored Vodka,259.0,Heaven Hill Brands,40053,Deep Eddy Lemon,12,750,8.5,12.75,6,76.5,4.5,1.18
INV-41957400013,2021-11-12,3916,Smokin' Joe's #5 Tobacco and Liquor Outlet,1115 Albia Rd,Ottumwa,52501.0,POINT (-92.437224 41.009342),90,WAPELLO,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,16.59,24.89,1,24.89,0.75,0.19
INV-41948100006,2021-11-12,4602,Cheap Smokes / Beer City,58231 190th St,Pacific Junction,51561.0,,65,MILLS,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,11297,Crown Royal,12,1000,19.39,29.09,12,349.08,12.0,3.17
INV-41958800015,2021-11-12,4011,Jim and Charlies Affiliated,121 North Clinton,Albia,52531.0,,68,MONROE,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,11777,Black Velvet,12,1000,6.63,9.95,12,119.4,12.0,3.17
INV-41921900008,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,11588,Black Velvet Reserve,6,1750,12.99,19.49,2,38.98,3.5,0.92
INV-41953300020,2021-11-12,5437,Great Pastimes,228 N Main St.,Monticello,52310.0,POINT (-91.183413 42.24013200000001),53,JONES,1011100.0,Blended Whiskies,260.0,DIAGEO AMERICAS,27554,Seagrams 7 Crown Dark Honey,12,750,7.0,10.5,4,42.0,3.0,0.79
INV-41949100009,2021-11-12,4318,Fareway Stores #841 / Red Oak,811 Broadway,Red Oak,51566.0,,69,MONTGOMERY,1012100.0,Canadian Whiskies,322.0,Prestige Wine & Spirits Group / United States Distilled Products Co,15248,Windsor Canadian PET,6,1750,9.5,14.25,6,85.5,10.5,2.77
INV-41952500001,2021-11-12,5333,Fareway Stores #166/ Anamosa,402 E Main,Anamosa,52205.0,POINT (-91.281344 42.108275),53,JONES,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,926352,HA Jack Daniels 10YR,6,750,35.0,52.5,1,52.5,0.75,0.19
INV-41959300002,2021-11-12,4817,Casey's General Store #3217 / Knoxville,"1201, E Main St",Knoxville,50138.0,POINT (-93.086255 41.318981),63,MARION,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,65013,Fireball Cinnamon Whiskey Mini Sleeve,12,50,4.3,6.45,24,154.8,1.2,0.31
INV-41968400003,2021-11-12,4326,Stratford Food Center,829 Shakespeare Ave,Stratford,50249.0,,40,HAMILTON,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64867,Fireball Cinnamon Whiskey,12,1000,11.34,17.01,12,204.12,12.0,3.17
INV-41962000012,2021-11-12,4478,U S Gas,3000 SW 9th St,Des Moines,50315.0,,77,POLK,1062500.0,Flavored Rum,370.0,PERNOD RICARD USA,42716,Malibu Coconut,12,750,7.99,11.99,3,35.97,2.25,0.59
INV-41922500016,2021-11-12,4912,Casey's General Store #2531 / Eldridge,"840, E Le Claire Rd",Eldridge,52748.0,POINT (-90.572547 41.654692),82,SCOTT,1071100.0,Cocktails /RTD,395.0,PROXIMO,58875,Jose Cuervo Golden Margarita,6,1750,11.04,16.56,6,99.36,10.5,2.77
INV-41967800006,2021-11-12,3964,Sioux Food Center of Sioux Rapids,621 Hwy 71,Sioux Rapids,50585.0,,11,BUENA VIST,1031100.0,American Vodkas,297.0,Laird & Company,35926,Five O'Clock Vodka PET,12,750,3.37,5.06,4,20.24,3.0,0.79
INV-41951600032,2021-11-12,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 Collins Road NE,Cedar Rapids,52402.0,POINT (-91.630677 42.027805),57,LINN,1031100.0,American Vodkas,434.0,LUXCO INC,36305,Hawkeye Vodka PET,12,750,3.34,5.01,12,60.12,9.0,2.37
INV-41953300018,2021-11-12,5437,Great Pastimes,228 N Main St.,Monticello,52310.0,POINT (-91.183413 42.24013200000001),53,JONES,1081300.0,American Cordials & Liqueur,322.0,Prestige Wine & Spirits Group / United States Distilled Products Co,75230,Kinky Red,6,750,10.0,15.0,2,30.0,1.5,0.39
INV-41952900005,2021-11-12,5611,Casey's General Store #2908 / Anamosa,1752 Hwy 64 E,Anamosa,52205.0,POINT (-91.263636 42.102888),53,JONES,1082000.0,Imported Cordials & Liqueurs,192.0,"Mast-Jagermeister US, Inc",65256,Jagermeister Liqueur,12,750,13.0,19.5,2,39.0,1.5,0.39
INV-41917500004,2021-11-12,4136,Fareway Stores #983 / Grimes,351 Gateway Dr,Grimes,50111.0,,77,POLK,1701100.0,Temporary & Specialty Packages,421.0,SAZERAC COMPANY  INC,21228,1792 Full Proof,6,750,24.0,36.0,1,36.0,0.75,0.19
INV-41967600003,2021-11-12,4542,Casey's General Store #2994 / Lauren,520 W Main St,Laurens,50554.0,POINT (-94.855561 42.846771),76,POCAHONTAS,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,65013,Fireball Cinnamon Whiskey Mini Sleeve,12,50,4.3,6.45,24,154.8,1.2,0.31
INV-41958800038,2021-11-12,4011,Jim and Charlies Affiliated,121 North Clinton,Albia,52531.0,,68,MONROE,1051100.0,American Brandies,205.0,E & J Gallo Winery,52563,E & J XO,12,750,8.24,12.36,3,37.08,2.25,0.59
INV-41956700018,2021-11-12,5868,Brothers Market / Bloomfield,207 E Locust St,Bloomfield,52537.0,,26,DAVIS,1051100.0,American Brandies,205.0,E & J Gallo Winery,52598,E & J VS,6,1750,13.0,19.5,3,58.5,5.25,1.38
INV-41937800001,2021-11-12,3872,Target Store T-0086 / Dubuque,3500 Dodge St,Dubuque,52003.0,POINT (-90.723067 42.49113),31,DUBUQUE,1051100.0,American Brandies,205.0,E & J Gallo Winery,52596,E & J VS,12,750,6.5,9.75,12,117.0,9.0,2.37
INV-41942200003,2021-11-12,5936,CJ's Convenience Store / Elkader,107 1st St SW,Elkader,52043.0,POINT (-91.405293 42.85389),22,CLAYTON,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,11296,Crown Royal,12,750,16.59,24.89,4,99.56,3.0,0.79
INV-41955600056,2021-11-12,2551,Hy-Vee Food Store / Chariton,2001 West Court,Chariton,50049.0,,59,LUCAS,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69637,Dr McGillicuddys Cherry,12,1000,11.0,16.5,7,115.5,7.0,1.84
INV-41928900006,2021-11-12,5680,Gasland N 8th St / Burlington,1204 N 8th St,Burlington,52601.0,POINT (-91.10544500000002 40.820249),29,DES MOINES,1031200.0,American Flavored Vodka,205.0,E & J Gallo Winery,40192,New Amsterdam Pineapple,24,375,3.5,5.25,24,126.0,9.0,2.37
INV-41927200083,2021-11-12,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601.0,POINT (-91.136655 40.814666),29,DES MOINES,1011200.0,Straight Bourbon Whiskies,184.0,FOUR ROSES DISTILLERY,18348,Four Roses Small Batch,6,750,17.5,26.25,6,157.5,4.5,1.18
INV-41938700036,2021-11-12,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001.0,,31,DUBUQUE,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,19476,Makers Mark,12,750,18.0,27.0,12,324.0,9.0,2.37
INV-41919800039,2021-11-12,4320,Fareway Stores #470 / Perry,1315 Willis Ave,Perry,50220.0,,25,DALLAS,1081300.0,American Cordials & Liqueur,434.0,LUXCO INC,76488,Paramount Amaretto,6,1750,8.25,12.38,12,148.56,21.0,5.54
INV-41921900359,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1071100.0,Cocktails /RTD,305.0,Mhw LTD,67075,Twisted Shotz Sex on the Beach,1,1800,54.18,81.27,1,81.27,1.8,0.47
INV-41932100003,2021-11-12,3712,Monte Spirits,109 N 4th St,Montezuma,50171.0,,79,POWESHIEK,1032100.0,Imported Vodkas,35.0,BACARDI USA INC,34422,Grey Goose,6,1000,19.0,28.5,6,171.0,6.0,1.58
INV-41939000013,2021-11-12,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001.0,POINT (-90.666497 42.49721900000001),31,DUBUQUE,1011100.0,Blended Whiskies,65.0,Jim Beam Brands,24466,Kessler Blend Whiskey PET,12,750,5.51,8.27,12,99.24,9.0,2.37
INV-41949200013,2021-11-12,2518,Hy-Vee Wine and Spirits / Red Oak,1607 North Broadway,Red Oak,51566.0,POINT (-95.83539 41.279189),69,MONTGOMERY,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,86455,Black Velvet Apple,12,750,5.23,7.85,12,94.2,9.0,2.37
INV-41924000042,2021-11-12,6140,Royal Food & Liquor / Des Moines,1443 2nd Ave,Des Moines,50314.0,POINT (-93.619783 41.605229),77,POLK,1052100.0,Imported Brandies,65.0,Jim Beam Brands,47775,Courvoisier VSOP Cognac,12,375,13.0,19.5,6,117.0,2.25,0.59
INV-41958000081,2021-11-12,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501.0,POINT (-92.438463 41.01558),90,Wapello,1011400.0,Tennessee Whiskies,346.0,OLE SMOKY DISTILLERY LLC,87043,Ole Smoky Peanut Butter Whiskey,6,750,10.0,15.0,6,90.0,4.5,1.18
INV-41967400001,2021-11-12,5005,Laurens Food Pride,410 W Main St,Laurens,50554.0,,76,POCAHONTAS,1011200.0,Straight Bourbon Whiskies,85.0,Brown Forman Corp.,991342,HA Old Forester Birthday Bourbon 2021,6,750,75.0,112.5,1,112.5,0.75,0.19
INV-41956300002,2021-11-12,4271,Fareway Stores #827 / Centerville,305 S 18th St,Centerville,52544.0,,4,APPANOOSE,1011200.0,Straight Bourbon Whiskies,85.0,Brown Forman Corp.,991342,HA Old Forester Birthday Bourbon 2021,6,750,75.0,112.5,1,112.5,0.75,0.19
INV-41921600131,2021-11-12,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302.0,,57,LINN,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,100413,Fireball Cinnamon Whiskey Party Bucket,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-41956100005,2021-11-12,4027,Wal-Mart 1621 / Centerville,23148 Hwy 5,Centerville,52544.0,POINT (-92.867849 40.70856),4,APPANOOSE,1012100.0,Canadian Whiskies,322.0,Prestige Wine & Spirits Group / United States Distilled Products Co,15248,Windsor Canadian PET,6,1750,9.5,14.25,6,85.5,10.5,2.77
INV-41930900011,2021-11-12,5951,Casey's General Store #3900 / Riverside,3070 Hwy 22,Riverside,52327.0,POINT (-91.546885 41.488516),92,WASHINGTON,1011100.0,Blended Whiskies,260.0,DIAGEO AMERICAS,25604,Seagrams 7 Crown,12,375,3.5,5.25,12,63.0,4.5,1.18
INV-41946400023,2021-11-12,2657,Hy-Vee Food Store / Bedford,1604 Bent,Bedford,50833.0,POINT (-94.72557800000001 40.676171),87,TAYLOR,1081400.0,American Schnapps,65.0,Jim Beam Brands,82636,Dekuyper Grape Pucker,12,750,6.5,9.75,3,29.25,2.25,0.59
INV-41948300019,2021-11-12,5971,Pony Creek Liquor / Glenwood,411 S Locust St,Glenwood,51534.0,POINT (-95.744542 41.042019),65,MILLS,1012100.0,Canadian Whiskies,65.0,Jim Beam Brands,10626,Canadian Club Whisky,12,750,8.0,12.0,3,36.0,2.25,0.59
INV-41955800007,2021-11-12,4720,Chariton BP,"107, East Grace",Chariton,50049.0,POINT (-93.293312 41.005258),59,LUCAS,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,11296,Crown Royal,12,750,16.59,24.89,12,298.68,9.0,2.37
INV-41925000011,2021-11-12,6064,Casey's General Store #2676 / Des Moines,2106 Echo Valley Dr,Des Moines,50321.0,,77,POLK,1042100.0,Imported Dry Gins,260.0,DIAGEO AMERICAS,28865,Tanqueray Gin,24,375,6.99,10.49,8,83.92,3.0,0.79
INV-41938700061,2021-11-12,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001.0,,31,DUBUQUE,1042100.0,Imported Dry Gins,260.0,DIAGEO AMERICAS,28867,Tanqueray Gin,12,1000,15.5,23.25,12,279.0,12.0,3.17
INV-41939900021,2021-11-12,5292,John's Qwik Stop,"814, C Ave",Vinton,52349.0,POINT (-92.027865 42.163119),6,BENTON,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69631,Dr McGillicuddys Cherry Mini,12,50,5.0,7.5,2,15.0,0.1,0.02
INV-41929300008,2021-11-12,4897,Gasland #102 / Burlington,1703 Mt Pleasant St,Burlington,52601.0,POINT (-91.121931 40.819885),29,DES MOINES,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,26821,Jack Daniels Old #7 Black Label Mini,12,50,11.5,17.25,3,51.75,0.15,0.03
INV-41962000006,2021-11-12,4478,U S Gas,3000 SW 9th St,Des Moines,50315.0,,77,POLK,1032200.0,Imported Flavored Vodka,260.0,DIAGEO AMERICAS,64759,Ciroc Red Berry,24,200,5.0,7.5,3,22.5,0.6,0.15
INV-41938700053,2021-11-12,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001.0,,31,DUBUQUE,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,27408,Jim Beam Honey Mini,12,50,7.0,10.5,3,31.5,0.15,0.03
INV-41963100002,2021-11-12,3698,Ingersoll Wine Merchants,1300  50th St,West Des Moines,50266.0,POINT (-93.771771 41.591234),77,POLK,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69656,Dr McGillicuddys Mentholmint,12,750,8.66,12.99,3,38.97,2.25,0.59
INV-41932300031,2021-11-12,6082,Casey's #2654 / Stuart,708 S Division St,Stuart,50250.0,,1,Adair,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,26821,Jack Daniels Old #7 Black Label Mini,12,50,11.5,17.25,2,34.5,0.1,0.02
INV-41952800022,2021-11-12,3886,Wal-Mart 0646 / Anamosa,101  115 St,Anamosa,52205.0,,53,JONES,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,28043,Jim Beam Vanilla,12,750,11.0,16.5,12,198.0,9.0,2.37
INV-41916000025,2021-11-12,5409,Casey's General Store # 2179/ Waukee,1995 SE University,Waukee,50263.0,,25,DALLAS,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64904,Fireball Cinnamon Whiskey PET,6,1750,15.33,23.0,12,276.0,21.0,5.54
INV-41927400001,2021-11-12,4898,Burlington Shell,130 S Roosevelt Ave,Burlington,52601.0,POINT (-91.140986 40.808239),29,DES MOINES,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,11294,Crown Royal,24,375,8.0,12.0,24,288.0,9.0,2.37
INV-41960500027,2021-11-12,4596,Quik Trip #534 / E University DM,2945 E University,Des Moines,50317.0,POINT (-93.558972 41.600468),77,POLK,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,11774,Black Velvet,24,375,3.07,4.61,5,23.05,1.87,0.49
INV-41934200040,2021-11-12,6163,Bucky's Express #16 / Council Bluffs,15 N 16th St,Council Bluffs,51501.0,POINT (-95.867464 41.262352),78,POTTAWATTA,1082000.0,Imported Cordials & Liqueurs,192.0,"Mast-Jagermeister US, Inc",65256,Jagermeister Liqueur,12,750,13.0,19.5,12,234.0,9.0,2.37
INV-41934400033,2021-11-12,6159,Bucky's Express #34 / Council Bluffs,3501 W Broadway,Council Bluffs,51501.0,POINT (-95.90257 41.261918),78,POTTAWATTA,1701100.0,Temporary & Specialty Packages,370.0,PERNOD RICARD USA,100719,Jameson Mini,30,50,2.31,3.47,4,13.88,0.2,0.05
INV-41948700005,2021-11-12,5671,Russ's Market #30,900 S Locust,Glenwood,51534.0,,65,MILLS,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43285,Captain Morgan Original Spiced PET,12,750,9.06,13.59,12,163.08,9.0,2.37
INV-41922300022,2021-11-12,5106,Randy's Neighborhood Market,622 10th  St,DeWitt,52742.0,POINT (-90.540132 41.825139),23,CLINTON,1031100.0,American Vodkas,380.0,Phillips Beverage,37338,UV Vodka PET,6,1750,11.5,17.25,150,2587.5,262.5,69.34
INV-41949900014,2021-11-12,3830,Wal-Mart 1435 / Creston,806 Laurel St,Creston,50801.0,POINT (-94.372786 41.047714),88,UNION,1031100.0,American Vodkas,421.0,SAZERAC COMPANY  INC,36650,Caliber Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
INV-41945600021,2021-11-12,5512,Casey's General Store #3639 / Postville,620 W Tilden St,Postville,52162.0,POINT (-91.580193 43.084432),3,ALLAMAKEE,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,10,27.0,3.75,0.99
INV-41925400029,2021-11-12,4370,Kum & Go #240 / North Ave Norwalk,530 North Ave,Norwalk,50211.0,,91,WARREN,1031100.0,American Vodkas,434.0,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,4,11.16,1.5,0.39
INV-41915100023,2021-11-12,4678,Fareway Stores #124 / Adel,804 Nile Kinnick Dr,Adel,50003.0,,25,DALLAS,1701100.0,Temporary & Specialty Packages,421.0,SAZERAC COMPANY  INC,21228,1792 Full Proof,6,750,24.0,36.0,1,36.0,0.75,0.19
INV-41941600001,2021-11-12,3782,Bender Foods / Guttenberg,619 S Hwy 52,Guttenberg,52052.0,,22,CLAYTON,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,19476,Makers Mark,12,750,18.0,27.0,3,81.0,2.25,0.59
INV-41921600153,2021-11-12,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302.0,,57,LINN,1701100.0,Temporary & Specialty Packages,260.0,DIAGEO AMERICAS,64339,Ciroc Pomegranate,12,750,16.49,24.74,2,49.48,1.5,0.39
INV-41948400002,2021-11-12,5971,Pony Creek Liquor / Glenwood,411 S Locust St,Glenwood,51534.0,POINT (-95.744542 41.042019),65,MILLS,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,20116,Old Grand Dad 114prf,12,750,13.84,20.76,1,20.76,0.75,0.19
INV-41959800004,2021-11-12,5233,Casey's General Store #2640 / Pleasa,1006 W Pleasant St,Pleasantville,50225.0,POINT (-93.279175 41.392695),63,MARION,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,65013,Fireball Cinnamon Whiskey Mini Sleeve,12,50,4.3,6.45,60,387.0,3.0,0.79
INV-41935700032,2021-11-12,5077,Wal-Mart 3150 / Council Bluffs,1800 N 16th St,Council Bluffs,51501.0,POINT (-95.867459 41.27737),78,POTTAWATTA,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64867,Fireball Cinnamon Whiskey,12,1000,11.34,17.01,12,204.12,12.0,3.17
INV-41950900008,2021-11-12,5052,Casey's General Store #3220 / Greenf,"302, SE 6th St",Greenfield,50849.0,POINT (-94.453264 41.303367),1,ADAIR,1062200.0,White Rum,35.0,BACARDI USA INC,43126,Bacardi Superior,12,750,8.26,12.39,3,37.17,2.25,0.59
INV-41949900013,2021-11-12,3830,Wal-Mart 1435 / Creston,806 Laurel St,Creston,50801.0,POINT (-94.372786 41.047714),88,UNION,1062400.0,Spiced Rum,421.0,SAZERAC COMPANY  INC,46144,Caliber Spiced Rum,6,1750,7.35,11.03,6,66.18,10.5,2.77
INV-41926500044,2021-11-12,6118,Cash Saver #33 / Des Moines,1320 E Euclid Ave,Des Moines,50313.0,,77,POLK,1071100.0,Cocktails /RTD,421.0,SAZERAC COMPANY  INC,57144,Chi-Chi's White Russian,6,1750,5.75,8.63,6,58.5,10.5,2.77
INV-41915000023,2021-11-12,4384,Kum & Go #2093 / Adel,409 Nile Kinnick Dr,Adel,50003.0,POINT (-94.017511 41.614114),25,DALLAS,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,12,32.4,4.5,1.18
INV-41919000026,2021-11-12,5471,World Liquor & Tobacco + Vapors,1030 8th St,Boone,50036.0,POINT (-93.876918 42.063831),8,BOONE,1062400.0,Spiced Rum,421.0,SAZERAC COMPANY  INC,44340,Calypso Spiced Rum,6,1750,9.0,13.5,2,27.0,3.5,0.92
INV-41915300014,2021-11-12,4411,KUM & GO #95 / DE SOTO,1203 Guthrie St,De Soto,50069.0,,25,DALLAS,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43331,Captain Morgan Original Spiced Mini,12,50,4.8,7.2,1,7.2,0.05,0.01
INV-41916000002,2021-11-12,5409,Casey's General Store # 2179/ Waukee,1995 SE University,Waukee,50263.0,,25,DALLAS,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43331,Captain Morgan Original Spiced Mini,12,50,4.8,7.2,2,14.4,0.1,0.02
INV-41967900001,2021-11-12,6096,Brew Oil #41 / Albert City,5101 230th St,Albert City,50510.0,POINT (-94.953239 42.777449),11,BUENA VIST,1011600.0,Straight Rye Whiskies,421.0,SAZERAC COMPANY  INC,27100,Sazerac Rye,6,750,16.94,25.41,6,152.46,4.5,1.18
INV-41963400118,2021-11-12,2602,Hy-Vee Food Store / Webster City,823  2nd St,Webster City,50595.0,POINT (-93.82579 42.470549),40,HAMILTON,1062200.0,White Rum,35.0,BACARDI USA INC,43128,Bacardi Superior,6,1750,15.0,22.5,18,405.0,31.5,8.32
INV-41952300098,2021-11-12,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205.0,POINT (-91.29083400000002 42.108203),53,JONES,1071100.0,Cocktails /RTD,395.0,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,2,26.22,3.5,0.92
INV-41957000018,2021-11-12,5768,Casey's General Store #1886 / Ottumwa,504 W Mary St,Ottumwa,52501.0,POINT (-92.429253 40.994298),90,WAPELLO,1081200.0,Cream Liqueurs,205.0,E & J Gallo Winery,73051,RumChata Mini,12,50,8.87,13.31,12,159.72,0.6,0.15
INV-41964600036,2021-11-12,2562,Hy-Vee Food Store / Fort Dodge,115 South 29th St,Fort Dodge,50501.0,POINT (-94.15824700000002 42.504742),94,WEBSTER,1012400.0,Irish Whiskies,370.0,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-41936300005,2021-11-12,2459,Reinhart Foods,200 State Po Box 98,Guthrie Center,50115.0,,39,GUTHRIE,1031100.0,American Vodkas,421.0,SAZERAC COMPANY  INC,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
INV-41951900001,2021-11-12,5572,Casey's General Store #2790 / Cedar Rapids,588 Boyson Rd NE #110,Cedar Rapids,52402.0,POINT (-91.641223 42.04673300000001),57,LINN,1022100.0,Mixto Tequila,395.0,PROXIMO,89199,Jose Cuervo Especial Reposado Square,12,375,6.0,9.0,12,108.0,4.5,1.18
INV-41945900008,2021-11-12,4537,Casey's General Store #1834 / Leon,401 NW Church St,Leon,50144.0,POINT (-93.747901 40.742126),27,DECATUR,1062200.0,White Rum,434.0,LUXCO INC,45275,Paramount White Rum PET,12,750,4.0,6.0,6,36.0,4.5,1.18
INV-41919800025,2021-11-12,4320,Fareway Stores #470 / Perry,1315 Willis Ave,Perry,50220.0,,25,DALLAS,1022100.0,Mixto Tequila,395.0,PROXIMO,87408,Jose Cuervo Especial Silver,12,750,11.07,16.61,12,199.32,9.0,2.37
INV-41944400018,2021-11-12,3721,Wal-Mart 0913 / Decorah,1798 Old Stage Rd,Decorah,52101.0,POINT (-91.753135 43.290041),96,WINNESHIEK,1081200.0,Cream Liqueurs,260.0,DIAGEO AMERICAS,68036,Baileys Original Irish Cream,12,750,16.49,24.74,12,296.88,9.0,2.37
INV-41935000002,2021-11-12,5056,Council Bluffs Sinclair,"1305, N 25th St",Council Bluffs,51501.0,POINT (-95.881702 41.273813),78,POTTAWATTA,1031100.0,American Vodkas,205.0,E & J Gallo Winery,36967,New Amsterdam 80prf,24,200,1.99,2.99,24,71.76,4.8,1.26
INV-41934900084,2021-11-12,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501.0,POINT (-95.87899700000001 41.261426),78,POTTAWATTA,1062200.0,White Rum,434.0,LUXCO INC,45278,Paramount White Rum,6,1750,7.5,11.25,6,67.5,10.5,2.77
INV-41921900199,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1062500.0,Flavored Rum,421.0,SAZERAC COMPANY  INC,44333,Calypso Coconut Rum PET,6,1750,9.0,13.5,3,40.5,5.25,1.38
INV-41953500004,2021-11-12,4252,Fareway Stores #840 / Monticello,433 N Farley St,Monticello,52310.0,,53,JONES,1071100.0,Cocktails /RTD,421.0,SAZERAC COMPANY  INC,62400,Margaritaville Classic Lime Margarita,6,1750,5.25,7.88,90,675.0,157.5,41.6
