invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-41932700013,2021-11-12,4753,Casey's General Store #2521 / Adair,110 S 5th St,Adair,50002.0,POINT (-93.300253 41.013948),1,ADAIR,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36903,McCormick 80prf Vodka,48,200,1.13,1.7,12,20.4,2.4,0.63
INV-41914600033,2021-11-12,4868,Kum & Go #59 / Waukee,400 Prairie Bluff Dr,Waukee,50263.0,POINT (-93.880018 41.565606),25,DALLAS,1062200.0,White Rum,205.0,E & J Gallo Winery,66518,RumHaven,12,750,8.5,12.75,4,51.0,3.0,0.79
INV-41918200011,2021-11-12,4829,Central City 2,1501 Michigan Ave,Des Moines,50314.0,,77,POLK,1012200.0,Scotch Whiskies,260.0,DIAGEO AMERICAS,5347,Johnnie Walker Red,12,1000,17.1,25.65,12,307.8,12.0,3.17
INV-41964300031,2021-11-12,6130,Hiway 20 Liquor and Tobacco / Fort Dodge,1724 5th Ave S,Fort Dodge,50501.0,POINT (-94.173816 42.501131),94,WEBSTER,1031100.0,American Vodkas,205.0,E & J Gallo Winery,37233,New Amsterdam PET,12,750,7.5,11.25,12,135.0,9.0,2.37
INV-41961800013,2021-11-12,5466,Southside Tobacco & Liquor,2424 SW 9th St #1,Des Moines,50315.0,POINT (-93.624729 41.56373),77,POLK,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36886,McCormick 80prf Vodka,12,750,3.31,4.97,12,59.64,9.0,2.37
INV-41952700002,2021-11-12,5610,Casey's General Store #2690 / Anamosa,500 E Main St,Anamosa,52205.0,POINT (-91.280448 42.10826),53,JONES,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,65013,Fireball Cinnamon Whiskey Mini Sleeve,12,50,4.3,6.45,24,154.8,1.2,0.31
INV-41960600086,2021-11-12,4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,2800 E University Ave,Des Moines,50317.0,POINT (-93.562106 41.600564),77,POLK,1062400.0,Spiced Rum,259.0,Heaven Hill Brands,43022,Admiral Nelson Spiced Mini,8,50,5.66,8.49,8,67.92,0.4,0.1
INV-41949200046,2021-11-12,2518,Hy-Vee Wine and Spirits / Red Oak,1607 North Broadway,Red Oak,51566.0,POINT (-95.83539 41.279189),69,MONTGOMERY,1081200.0,Cream Liqueurs,260.0,DIAGEO AMERICAS,68034,Baileys Original Irish Cream,12,375,8.49,12.74,12,152.88,4.5,1.18
INV-41946500032,2021-11-12,5210,Ding's Honk'n Holler,"900, E  Washington  St",Clarinda,51632.0,POINT (-95.027238 40.739231),73,PAGE,1081200.0,Cream Liqueurs,260.0,DIAGEO AMERICAS,68022,Baileys Salted Caramel,12,750,16.49,24.74,2,49.48,1.5,0.39
INV-41947600006,2021-11-12,4266,Wal-Mart 1683 / Shenandoah,705 S Fremont,Shenandoah,51601.0,,73,PAGE,1012400.0,Irish Whiskies,370.0,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,12,296.88,9.0,2.37
INV-41925100026,2021-11-12,6052,Casey's General Store #2568 / Norwalk,1510 Sunset Dr,Norwalk,50211.0,POINT (-93.675082 41.483661),91,WARREN,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38194,Titos Handmade Vodka Mini,5,50,12.8,19.2,2,38.4,0.1,0.02
INV-41923600007,2021-11-12,5338,Kum & Go #539/ NW 2nd Ave,5050 NW 2nd Ave,Des Moines,50313.0,,77,POLK,1031100.0,American Vodkas,626.0,JDSO INC / Red Boot Distillery,36873,Blue Ox Vodka,12,750,3.41,5.12,12,61.44,9.0,2.37
INV-41923700004,2021-11-12,4361,Quik Trip #538 / NW 2nd / DSM,4575 NW 2nd,Des Moines,50313.0,,77,POLK,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10.0,15.0,2,30.0,1.5,0.39
INV-41921600154,2021-11-12,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302.0,,57,LINN,1032100.0,Imported Vodkas,260.0,DIAGEO AMERICAS,34458,Ketel One,6,1750,20.66,30.99,6,185.94,10.5,2.77
INV-41921600151,2021-11-12,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302.0,,57,LINN,1032100.0,Imported Vodkas,35.0,BACARDI USA INC,34433,Grey Goose,12,750,15.0,22.5,6,135.0,4.5,1.18
INV-41936400005,2021-11-12,4473,Casey's General Store #92 / Panora,"113, NE 3rd St",Panora,50216.0,POINT (-94.361364 41.692351),39,GUTHRIE,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10.0,15.0,24,360.0,18.0,4.75
INV-41959000007,2021-11-12,3660,Wal-Mart 2935 / Knoxville,814 W Bell Ave,Knoxville,50138.0,POINT (-93.106728 41.306176),63,MARION,1031100.0,American Vodkas,434.0,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
INV-41918800039,2021-11-12,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036.0,POINT (-93.876107 42.063831),8,BOONE,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,12,228.12,12.0,3.17
INV-41923300011,2021-11-12,4645,Kwik Shop #589 / Eldridge,"1, Grove Rd",Eldridge,52748.0,POINT (-90.548679 41.694958),82,SCOTT,1031100.0,American Vodkas,260.0,DIAGEO AMERICAS,37991,Smirnoff 80prf Mini,12,50,7.47,11.21,12,134.52,0.6,0.15
INV-41923500001,2021-11-12,4301,Sahota Food Mart,1805 SE 14th St,Des Moines,50320.0,POINT (-93.59684900000002 41.57222),77,POLK,1012300.0,Single Malt Scotch,370.0,PERNOD RICARD USA,5038,Glenlivet 12YR,6,1750,47.47,71.21,6,427.26,10.5,2.77
INV-41926300016,2021-11-12,3678,"Smoke Shop, The",1918 SE 14th St,Des Moines,50320.0,POINT (-93.597011 41.570844),77,POLK,1062500.0,Flavored Rum,370.0,PERNOD RICARD USA,42716,Malibu Coconut,12,750,7.99,11.99,2,23.98,1.5,0.39
INV-41927200224,2021-11-12,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601.0,POINT (-91.136655 40.814666),29,DES MOINES,1071100.0,Cocktails /RTD,421.0,SAZERAC COMPANY  INC,59037,Desert Island Long Island Iced Tea Cocktail,12,1000,4.36,6.54,12,78.48,12.0,3.17
INV-41947400004,2021-11-12,4937,ROCSTOP,1310 W Sheridan Ave,Shenandoah,51601.0,POINT (-95.38464 40.765869),73,PAGE,1081400.0,American Schnapps,434.0,LUXCO INC,81204,Paramount Peppermint Schnapps,24,375,2.28,3.42,24,82.08,9.0,2.37
INV-41947300023,2021-11-12,5787,Casey's General Store #2699 / Essex,1482 State Hwy 48,Essex,51638.0,POINT (-95.309361 40.832502),73,PAGE,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,11774,Black Velvet,24,375,3.07,4.61,5,23.05,1.87,0.49
INV-41956000002,2021-11-12,5217,Casey's General Store #1511 / Seymou,500 W Main St,Seymour,52590.0,,93,WAYNE,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,86455,Black Velvet Apple,12,750,5.23,7.85,6,47.1,4.5,1.18
INV-41936700004,2021-11-12,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002.0,POINT (-90.741064 42.516633),31,DUBUQUE,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,19475,Makers Mark Replica,12,375,9.33,14.0,2,28.0,0.75,0.19
INV-41921900285,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1051100.0,American Brandies,434.0,LUXCO INC,54446,Paramount Apricot Brandy,12,750,5.48,8.22,3,24.66,2.25,0.59
INV-41934400042,2021-11-12,6159,Bucky's Express #34 / Council Bluffs,3501 W Broadway,Council Bluffs,51501.0,POINT (-95.90257 41.261918),78,POTTAWATTA,1081400.0,American Schnapps,421.0,SAZERAC COMPANY  INC,81124,99 Peppermint Mini,10,50,5.16,7.74,3,23.22,0.15,0.03
INV-41927300044,2021-11-12,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,110 S Roosevelt Hwy 61,Burlington,52601.0,,29,DES MOINES,1081400.0,American Schnapps,65.0,Jim Beam Brands,82866,Dekuyper Watermelon Pucker,12,750,6.5,9.75,1,9.75,0.75,0.19
INV-41922800024,2021-11-12,5910,Eldridge Mart,209 E. Le Claire Rd,Eldridge,52748.0,POINT (-90.58154 41.654676),82,SCOTT,1011200.0,Straight Bourbon Whiskies,421.0,SAZERAC COMPANY  INC,21596,Ten High,12,750,4.1,6.15,12,73.8,9.0,2.37
INV-41935700011,2021-11-12,5077,Wal-Mart 3150 / Council Bluffs,1800 N 16th St,Council Bluffs,51501.0,POINT (-95.867459 41.27737),78,POTTAWATTA,1051100.0,American Brandies,259.0,Heaven Hill Brands,52316,Christian Bros Brandy,12,750,6.0,9.0,12,108.0,9.0,2.37
INV-41950800008,2021-11-12,4317,Fareway Stores #941 / Greenfield,212 SW Kent,Greenfield,50849.0,POINT (-94.462719 41.303167),1,ADAIR,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,11788,Black Velvet,6,1750,10.45,15.68,12,188.16,21.0,5.54
INV-41923200006,2021-11-12,3732,North Scott Foods,425 E Leclaire Rd,Eldridge,52748.0,POINT (-90.577311 41.654695000000004),82,SCOTT,1022200.0,100% Agave Tequila,395.0,PROXIMO,88922,1800 Cristalino,6,750,29.76,44.64,1,44.64,0.75,0.19
INV-41925800019,2021-11-12,4603,Kum & Go #208 / SE 14th DM,3200 SE 14th St,Des Moines,50320.0,POINT (-93.596916 41.555041),77,POLK,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whiskey,24,375,5.33,8.0,6,48.0,2.25,0.59
INV-41950400019,2021-11-12,4291,Fareway Stores #597 / Creston,105 E Adams St,Creston,50801.0,,88,UNION,1051100.0,American Brandies,434.0,LUXCO INC,55087,Paramount Blackberry Brandy,12,1000,6.53,9.8,1,9.8,1.0,0.26
INV-41955800006,2021-11-12,4720,Chariton BP,"107, East Grace",Chariton,50049.0,POINT (-93.293312 41.005258),59,LUCAS,1012100.0,Canadian Whiskies,421.0,SAZERAC COMPANY  INC,12408,Canadian Ltd Whisky,6,1750,7.43,11.15,6,82.26,10.5,2.77
INV-41951800013,2021-11-12,2618,Hy-Vee Drugstore #6 / Cedar Rapids,505 Boyson Rd NE,Cedar Rapids,52402.0,POINT (-91.639265 42.046111),57,LINN,1012100.0,Canadian Whiskies,322.0,Prestige Wine & Spirits Group / United States Distilled Products Co,15248,Windsor Canadian PET,6,1750,9.5,14.25,6,85.5,10.5,2.77
INV-41964800003,2021-11-12,6068,Star Convenience / Fort Dodge,115 N 22nd St,Fort Dodge,50501.0,POINT (-94.168007 42.507885),94,WEBSTER,1031200.0,American Flavored Vodka,205.0,E & J Gallo Winery,40598,New Amsterdam Red Berry,24,375,3.5,5.25,12,63.0,4.5,1.18
INV-41941800041,2021-11-12,6166,Dannys Tobacco & Liquor / Guttenberg,531 U.S. 52,Guttenberg,52052.0,,22,CLAYTON,1032200.0,Imported Flavored Vodka,260.0,DIAGEO AMERICAS,64510,Ciroc Apple,24,200,5.0,7.5,1,7.5,0.2,0.05
INV-41921500052,2021-11-12,3868,Wal-Mart 3630 / Marion,5491 Business Hwy 151,Marion,52302.0,,57,LINN,1051100.0,American Brandies,259.0,Heaven Hill Brands,56006,Christian Bros Peach,12,750,6.0,9.0,12,108.0,9.0,2.37
INV-41955600025,2021-11-12,2551,Hy-Vee Food Store / Chariton,2001 West Court,Chariton,50049.0,,59,LUCAS,1081400.0,American Schnapps,65.0,Jim Beam Brands,82881,Dekuyper Hot Damn! 100prf,12,750,6.77,10.16,3,30.48,2.25,0.59
INV-41931000005,2021-11-12,4402,KUM & GO #80 / RIVERSIDE,1178 Enterprise Dr,Riverside,52327.0,POINT (-91.555044 41.486572),92,WASHINGTON,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,11771,Black Velvet Mini,8,50,8.5,12.75,1,12.75,0.05,0.01
INV-41957000010,2021-11-12,5768,Casey's General Store #1886 / Ottumwa,504 W Mary St,Ottumwa,52501.0,POINT (-92.429253 40.994298),90,WAPELLO,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,11294,Crown Royal,24,375,8.0,12.0,24,288.0,9.0,2.37
INV-41922000011,2021-11-12,5298,DeWitt Travel Mart,"630, 6th Ave",DeWitt,52742.0,POINT (-90.538952 41.821779),23,CLINTON,1082200.0,Imported Schnapps,260.0,DIAGEO AMERICAS,69940,Rumple Minze Peppermint Schnapps Liqueur Mini,12,50,13.5,20.25,2,40.5,0.1,0.02
INV-41966100002,2021-11-12,3514,Karen's Spirits and Wine,328  2nd Ave S,Fort Dodge,50501.0,POINT (-94.192501 42.502311),94,WEBSTER,1011200.0,Straight Bourbon Whiskies,287.0,CHATHAM IMPORTS INC,19880,Michters US*1 Small Batch,6,750,23.5,35.25,6,211.5,4.5,1.18
INV-41959200009,2021-11-12,4275,Fareway Stores #980 / Knoxville,1308 S Lincoln St,Knoxville,50138.0,POINT (-93.109473 41.308103),63,MARION,1701100.0,Temporary & Specialty Packages,259.0,Heaven Hill Brands,17917,Elijah Craig  Barrel Proof,6,750,35.0,52.5,1,52.5,0.75,0.19
INV-41947300007,2021-11-12,5787,Casey's General Store #2699 / Essex,1482 State Hwy 48,Essex,51638.0,POINT (-95.309361 40.832502),73,PAGE,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9.0,13.5,5,67.5,3.75,0.99
INV-41914400002,2021-11-12,2695,Hy-Vee Gas #4 / Des Moines,4701 Fleur Dr,Des Moines,50321.0,POINT (-93.644948 41.542207),77,POLK,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43331,Captain Morgan Original Spiced Mini,12,50,4.8,7.2,4,28.8,0.2,0.05
INV-41924800035,2021-11-12,5145,South Side Food Mart,1101 Army Post Rd,Des Moines,50315.0,POINT (-93.628783 41.526511),77,POLK,1082000.0,Imported Cordials & Liqueurs,35.0,BACARDI USA INC,47865,D'usse VSOP,6,750,32.0,48.0,6,288.0,4.5,1.18
INV-41950400030,2021-11-12,4291,Fareway Stores #597 / Creston,105 E Adams St,Creston,50801.0,,88,UNION,1701100.0,Temporary & Specialty Packages,395.0,PROXIMO,100077,Kraken Rum w/ Tiki Glass,6,750,10.45,15.68,6,94.08,4.5,1.18
INV-41940400013,2021-11-12,3849,Hartig Drug Co #6 / Dyersville,711  16th Ave SE,Dyersville,52040.0,,31,DUBUQUE,1011100.0,Blended Whiskies,65.0,Jim Beam Brands,27682,Jim Beam Kentucky Fire,12,750,11.0,16.5,3,49.5,2.25,0.59
INV-41918400015,2021-11-12,4023,Wal-Mart 1389 / Boone,1515 SE Marshall St,Boone,50036.0,POINT (-93.869892 42.035093),8,BOONE,1012100.0,Canadian Whiskies,65.0,Jim Beam Brands,10628,Canadian Club Whisky,6,1750,14.5,21.75,6,130.5,10.5,2.77
INV-41915000008,2021-11-12,4384,Kum & Go #2093 / Adel,409 Nile Kinnick Dr,Adel,50003.0,POINT (-94.017511 41.614114),25,DALLAS,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,16.59,24.89,6,149.34,4.5,1.18
INV-41966900038,2021-11-12,5841,Sweetwater Spirits - Livermore,405 4th Avenue,Livermore,50558.0,,46,HUMBOLDT,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69656,Dr McGillicuddys Mentholmint,12,750,8.66,12.99,2,25.98,1.5,0.39
INV-41960800035,2021-11-12,4057,Tequila's Liquor Store,1434 Des Moines St Ste 5,Des Moines,50316.0,POINT (-93.59704 41.594713),77,POLK,1022200.0,100% Agave Tequila,300.0,McCormick Distilling Co.,89665,Hussongs Platinum Anejo,6,750,26.5,39.75,6,238.5,4.5,1.18
INV-41927100001,2021-11-12,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601.0,POINT (-91.136655 40.814666),29,DES MOINES,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,926352,HA Jack Daniels 10YR,6,750,35.0,52.5,1,52.5,0.75,0.19
INV-41925700027,2021-11-12,4622,Quik Trip #544 / SE 14th DM,"3941, SE 14th St",Des Moines,50320.0,POINT (-93.596748 41.548497),77,POLK,1081400.0,American Schnapps,421.0,SAZERAC COMPANY  INC,84171,99 Bananas,48,100,0.89,1.34,48,64.32,4.8,1.26
INV-41936500023,2021-11-12,3465,Hometown Foods / Panora,601 E Main,Panora,50216.0,POINT (-94.357201 41.69182),39,GUTHRIE,1081300.0,American Cordials & Liqueur,434.0,LUXCO INC,76486,Paramount Amaretto,12,750,3.5,5.25,3,15.75,2.25,0.59
INV-41959700009,2021-11-12,5991,Casey's General Store #1827 / Knoxville,1007 N. Lincoln,Knoxville,50138.0,,63,MARION,1062200.0,White Rum,35.0,BACARDI USA INC,43121,Bacardi Superior Mini,12,50,5.54,8.31,24,199.44,1.2,0.31
INV-41964500024,2021-11-12,3592,Wal-Mart 0886 / Fort Dodge,3036 1st Ave South,Fort Dodge,50501.0,POINT (-94.153244 42.506693),42,Hardin,1022100.0,Mixto Tequila,395.0,PROXIMO,87410,Jose Cuervo Especial Silver,6,1750,21.5,32.25,6,193.5,10.5,2.77
INV-41921600042,2021-11-12,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302.0,,57,LINN,1071100.0,Cocktails /RTD,395.0,PROXIMO,58875,Jose Cuervo Golden Margarita,6,1750,11.04,16.56,6,99.36,10.5,2.77
INV-41917700012,2021-11-12,6209,Hy-Vee / Grimes,351 Northeast Gateway Drive,Grimes,50111.0,,77,POLK,1012400.0,Irish Whiskies,370.0,PERNOD RICARD USA,15667,Jameson Black Barrel,12,750,21.48,32.22,3,96.66,2.25,0.59
INV-41965800021,2021-11-12,4311,Fareway Stores #508 / Fort Dodge,1231  1st Ave S,Fort Dodge,50501.0,POINT (-94.18154 42.50513),94,WEBSTER,1031100.0,American Vodkas,259.0,Heaven Hill Brands,35418,Burnetts Vodka 80prf,6,1750,8.5,12.75,12,153.0,21.0,5.54
INV-41946100014,2021-11-12,2674,Hy-Vee Food Store / Lamoni,720 East Main,Lamoni,50140.0,,27,DECATUR,1032100.0,Imported Vodkas,35.0,BACARDI USA INC,34422,Grey Goose,6,1000,19.0,28.5,6,171.0,6.0,1.58
INV-41954200018,2021-11-12,4439,CENTER POINT FOODS,800 Ford Lane,Center Point,52213.0,POINT (-91.775735 42.177736),57,LINN,1032100.0,Imported Vodkas,35.0,BACARDI USA INC,34433,Grey Goose,12,750,15.0,22.5,2,45.0,1.5,0.39
INV-41924700005,2021-11-12,5145,South Side Food Mart,1101 Army Post Rd,Des Moines,50315.0,POINT (-93.628783 41.526511),77,POLK,1701100.0,Temporary & Specialty Packages,65.0,Jim Beam Brands,52438,DeKuyper Grape Pucker PET,12,1000,7.87,11.81,24,283.44,24.0,6.34
INV-41921000001,2021-11-12,4513,Casey's General Store #1144 / Polk City,1100 S 3rd St,Polk City,50226.0,POINT (-93.717068 41.764009),77,POLK,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,65013,Fireball Cinnamon Whiskey Mini Sleeve,12,50,4.3,6.45,12,77.4,0.6,0.15
INV-41967700012,2021-11-12,4532,Casey's General Store #2274 / Sioux Rapids,720 Hwy 71,Sioux Rapids,50585.0,,11,BUENA VIST,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,11771,Black Velvet Mini,8,50,8.5,12.75,8,102.0,0.4,0.1
INV-41960300006,2021-11-12,5443,1st Stop Beverage Shop,2839 East University Ave.,Des Moines,50317.0,POINT (-93.561517 41.600476),77,POLK,1022200.0,100% Agave Tequila,260.0,DIAGEO AMERICAS,87282,Casamigos Blanco,12,375,14.0,21.0,12,252.0,4.5,1.18
INV-41946200011,2021-11-12,2658,Hy-Vee Food Store / Mount Ayr,201 N Fillmore St,Mount Ayr,50854.0,,80,RINGGOLD,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,20248,Old Crow,6,1750,10.5,15.75,6,94.5,10.5,2.77
INV-41934200005,2021-11-12,6163,Bucky's Express #16 / Council Bluffs,15 N 16th St,Council Bluffs,51501.0,POINT (-95.867464 41.262352),78,POTTAWATTA,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,100413,Fireball Cinnamon Whiskey Party Bucket,1,50,51.6,77.4,2,154.8,0.1,0.02
INV-41960500024,2021-11-12,4596,Quik Trip #534 / E University DM,2945 E University,Des Moines,50317.0,POINT (-93.558972 41.600468),77,POLK,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,2.5,3.75,2,7.5,0.4,0.1
INV-41925600016,2021-11-12,4641,Kum & Go #573 / SE 14th DM,5830 SE 14th St,Des Moines,50315.0,,77,POLK,1051100.0,American Brandies,205.0,E & J Gallo Winery,52596,E & J VS,12,750,6.5,9.75,6,58.5,4.5,1.18
INV-41944100001,2021-11-12,3857,Quillins Food Ranch / Waukon,9th St SW B,Waukon,52172.0,,3,ALLAMAKEE,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,926352,HA Jack Daniels 10YR,6,750,35.0,52.5,1,52.5,0.75,0.19
INV-41930600032,2021-11-12,3403,Econ-o-mart / Columbus Junction,103 Walnut St. E,Columbus Junction,52738.0,POINT (-91.359363 41.280107),58,LOUISA,1031200.0,American Flavored Vodka,380.0,Phillips Beverage,41692,UV Blue Raspberry,6,1750,11.5,17.25,2,34.5,3.5,0.92
INV-41943600001,2021-11-12,6108,Double D Liquor Store / Waukon,618 Rossville Rd,Waukon,52172.0,,3,ALLAMAKEE,1011200.0,Straight Bourbon Whiskies,85.0,Brown Forman Corp.,991342,HA Old Forester Birthday Bourbon 2021,6,750,75.0,112.5,1,112.5,0.75,0.19
INV-41952300011,2021-11-12,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205.0,POINT (-91.29083400000002 42.108203),53,JONES,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,19067,Jim Beam,12,1000,13.0,19.5,12,234.0,12.0,3.17
INV-41929800001,2021-11-12,5517,Mepo Foods / Mediapolis,111 Wapello St N,Mediapolis,52637.0,POINT (-91.170033 41.008539),29,DES MOINES,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,16.59,24.89,12,298.68,9.0,2.37
INV-41968400025,2021-11-12,4326,Stratford Food Center,829 Shakespeare Ave,Stratford,50249.0,,40,HAMILTON,1082200.0,Imported Schnapps,421.0,SAZERAC COMPANY  INC,69636,Dr McGillicuddys Cherry,12,750,8.66,12.99,1,12.99,0.75,0.19
INV-41930800008,2021-11-12,3910,Riverside Casino And Resort,3184 Highway 22,Riverside,52327.0,POINT (-91.531499 41.496387000000006),92,WASHINGTON,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,19486,Makers 46,6,750,21.5,32.25,6,193.5,4.5,1.18
INV-41925600004,2021-11-12,4641,Kum & Go #573 / SE 14th DM,5830 SE 14th St,Des Moines,50315.0,,77,POLK,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9.0,2.37
INV-41949000013,2021-11-12,4318,Fareway Stores #841 / Red Oak,811 Broadway,Red Oak,51566.0,,69,MONTGOMERY,1041100.0,American Dry Gins,434.0,LUXCO INC,31657,Paramount Gin,12,1000,4.3,6.45,4,25.8,4.0,1.05
INV-41922300048,2021-11-12,5106,Randy's Neighborhood Market,622 10th  St,DeWitt,52742.0,POINT (-90.540132 41.825139),23,CLINTON,1082000.0,Imported Cordials & Liqueurs,192.0,"Mast-Jagermeister US, Inc",65256,Jagermeister Liqueur,12,750,13.0,19.5,1,19.5,0.75,0.19
INV-41934900006,2021-11-12,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501.0,POINT (-95.87899700000001 41.261426),78,POTTAWATTA,1701100.0,Temporary & Specialty Packages,65.0,Jim Beam Brands,100636,Jim Beam Mini 12 Seasons,6,50,6.5,9.75,6,58.5,0.3,0.07
INV-41953000002,2021-11-12,5896,Casey's General Store #1126 / Wyoming,204 E Main St,Wyoming,52362.0,POINT (-91.003756 42.058865),53,JONES,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whiskey,24,375,5.33,8.0,6,48.0,2.25,0.59
INV-41927300016,2021-11-12,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,110 S Roosevelt Hwy 61,Burlington,52601.0,,29,DES MOINES,1011100.0,Blended Whiskies,65.0,Jim Beam Brands,24454,Kessler Blend Whiskey,24,375,3.15,4.73,1,4.73,0.37,0.09
INV-41939200052,2021-11-12,2714,Hy-Vee / Vinton,911 S. K Ave,Vinton,52349.0,POINT (-92.037751 42.16218),6,BENTON,1051100.0,American Brandies,259.0,Heaven Hill Brands,72732,Christian Bros Apple,12,750,6.0,9.0,12,108.0,9.0,2.37
INV-41963800018,2021-11-12,6146,Hiway 20 Liquor & Tobacco / Webster City,1345 2nd St S,Webster City,50595.0,,40,HAMILTON,1081400.0,American Schnapps,421.0,SAZERAC COMPANY  INC,84143,99 Cinnamon Mini,10,50,5.16,7.74,3,23.22,0.15,0.03
INV-41952200001,2021-11-12,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205.0,POINT (-91.29083400000002 42.108203),53,JONES,1011200.0,Straight Bourbon Whiskies,85.0,Brown Forman Corp.,991342,HA Old Forester Birthday Bourbon 2021,6,750,75.0,112.5,1,112.5,0.75,0.19
INV-41964900010,2021-11-12,5557,Casey's General Store #2014 / Fort Dodge,2206 2nd Ave N,Fort Dodge,50501.0,POINT (-94.167532 42.508417),94,WEBSTER,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,6,80.82,4.5,1.18
INV-41921900258,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1051100.0,American Brandies,434.0,LUXCO INC,54056,Arrow Apricot Brandy,12,750,5.5,8.25,3,24.75,2.25,0.59
INV-41916000018,2021-11-12,5409,Casey's General Store # 2179/ Waukee,1995 SE University,Waukee,50263.0,,25,DALLAS,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,11774,Black Velvet,24,375,3.07,4.61,12,55.32,4.5,1.18
